taxon_id,scientific_name,observation_count
146931,Castilleja rupicola,270
55733,Chaerophyllum temulum,269
53399,Garrya elliptica,268
55858,Cornus mas,268
60218,Ficus carica,268
84281,Clinopodium vulgare,268
164672,Leymus cinereus,268
181927,Parthenocissus inserta,268
77584,Juncus mertensianus,267
53137,Anisocarpus madioides,266
54404,Papaver rhoeas,266
75998,Cardamine angulata,264
126735,Fatsia japonica,264
48969,Antirrhinum majus,263
77033,Eriogonum strictum,263
57048,Acmispon parviflorus,262
357949,Micranthes rufidula,262
75453,Angelica lucida,261
127960,Artemisia campestris,261
58376,Elymus elymoides,260
78018,Mertensia ciliata,260
78990,Sceptridium multifidum,260
117515,Helianthella uniflora,260
58294,Claytonia parviflora,259
68218,Saxifraga mertensiana,258
76655,Dieteria canescens,258
78985,Saxifraga cespitosa,257
56061,Alliaria petiolata,256
78434,Perideridia gairdneri,256
1520640,Adelinia grandis,256
79317,Taraxacum erythrospermum,255
126553,Elliottia pyroliflora,255
160348,Ceratocephala testiculata,255
60221,Ludwigia palustris,254
77663,Lepidium campestre,254
58316,Salix babylonica,253
71147,Cryptomeria japonica,253
76553,Cuscuta pacifica,253
76048,Carex hendersonii,252
76918,Erigeron filifolius,252
77224,Gamochaeta ustulata,252
123649,Halosaccion glandiforme,252
126179,Plagiomnium venustum,252
57847,Muscari armeniacum,251
76445,Coreopsis tinctoria,251
62205,Alcea rosea,250
79039,Selaginella oregana,249
549934,Primula conjugens,249
47726,Acer negundo,248
1414075,Androsace nivalis,248
49365,Carex pendula,247
64245,Leptosiphon bicolor,247
75460,Antennaria dimorpha,247
76826,Epilobium anagallidifolium,247
82203,Myrica gale,247
941713,Salvia yangii,247
64331,Iris foetidissima,246
126560,Vaccinium oxycoccos,246
163581,Hedysarum occidentale,245
47443,Albizia julibrissin,243
67539,Clerodendrum trichotomum,243
76461,Cotoneaster simonsii,243
738046,Veronica regina-nivalis,243
123498,Tortula muralis,242
58185,Phacelia tanacetifolia,241
52703,Bromus hordeaceus,239
52841,Anthemis cotula,239
50790,Linaria vulgaris,238
129446,Honckenya peploides,238
181926,Phlox douglasii,238
51606,Galanthus nivalis,237
60153,Lepidium latifolium,237
62678,Monardella odoratissima,237
78150,Myosotis laxa,236
866483,Alchemilla arvensis,236
57287,Plectritis macrocera,235
55891,Geum urbanum,233
481941,Conocephalum conicum,233
63352,Lepidium draba,232
76639,Deschampsia cespitosa,232
79470,Vaccinium cespitosum,232
160951,Cotoneaster rehderi,232
63313,Sphaeralcea munroana,231
77871,Lupinus leucophyllus,231
56137,Ornithogalum umbellatum,229
70383,Balsamorhiza deltoidea,229
78030,Micranthes odontoloma,229
79156,Sonchus arvensis,229
124155,Atrichum undulatum,228
159194,Bassia scoparia,228
765338,Erythranthe dentata,228
53779,Humulus lupulus,227
76625,Delphinium glaucum,227
54785,Quercus palustris,226
76114,Carex stipata,226
349786,Euonymus japonicus,226
55852,Brunnera macrophylla,225
59254,Allium schoenoprasum,225
60980,Senecio minimus,225
147018,Castilleja elmeri,225
425083,Anticlea occidentalis,225
60265,Asparagus officinalis,224
61167,Alisma triviale,224
71141,Alopecurus pratensis,224
76338,Cicuta douglasii,224
119450,Calluna vulgaris,224
154238,Oxytropis campestris,224
68886,Silene acaulis,223
320685,Geranium macrorrhizum,223
630966,Pyrola aphylla,223
51779,Sempervivum tectorum,222
57150,Epilobium minutum,222
79351,Thelypodium laciniatum,222
159012,Astragalus succumbens,222
551466,Platanthera elongata,222
126107,Antitrichia curtipendula,221
135883,Juniperus scopulorum,220
56006,Zantedeschia aethiopica,219
68635,Sidalcea oregana,219
167507,Pseudoroegneria spicata,219
47745,Equisetum fluviatile,218
55992,Clarkia pulchella,218
56206,Aucuba japonica,218
71146,Trifolium wormskioldii,218
1563130,Trollius albiflorus,217
158984,Astragalus reventiformis,216
167286,Polytrichastrum alpinum,216
1121982,Ptychostomum capillare,216
57111,Luzula comosa,214
79441,Tripleurospermum inodorum,213
777468,Lonicera ligustrina,213
54329,Tropaeolum majus,212
77836,Lonicera tatarica,212
79499,Viburnum edule,212
51738,Salvia officinalis,211
75450,Angelica genuflexa,211
1149640,Neckera menziesii,211
120000,Funaria hygrometrica,210
75762,Berteroa incana,209
135659,Platycladus orientalis,209
453717,Erythranthe microphylla,209
51808,Lysimachia punctata,208
168386,Salvia microphylla,208
54141,Tragopogon porrifolius,207
60734,Polygonum paronychia,207
58812,Cotula coronopifolia,206
950600,Anemonoides piperi,206
123390,Bryum argenteum,205
129853,Geranium sanguineum,205
78618,Plantago patagonica,204
81605,Yucca filamentosa,204
711086,Pilosella caespitosa,204
54428,Crataegus laevigata,203
57066,Melilotus officinalis,203
57233,Claytonia exigua,201
76537,Cryptogramma cascadensis,201
77489,Iliamna rivularis,201
357930,Micranthes nelsoniana,201
52501,Kolkwitzia amabilis,200
56861,Symphyotrichum chilense,200
79150,Solidago elongata,200
168749,Sedum rupicola,200
76793,Elodea canadensis,199
78583,Pinguicula macroceras,199
164731,Lomatium gormanii,199
950609,Anemonoides grayi,199
58347,Juncus balticus,198
126583,Hemerocallis fulva,198
291284,Coleus scutellarioides,198
75903,Bromus inermis,197
78886,Rosa rubiginosa,197
123177,Dicranum fuscescens,197
127306,Wisteria sinensis,197
50648,Nemophila menziesii,196
60973,Leontodon saxatilis,196
79076,Sibbaldia procumbens,196
290553,Carex kelloggii,196
51751,Ulex europaeus,195
79314,Tanacetum bipinnatum,195
76124,Carex utriculata,194
58883,Crassula tillaea,193
67892,Homalothecium nuttallii,193
77310,Gunnera tinctoria,192
77672,Lepidium perfoliatum,191
161872,Dicranum tauricum,191
593040,Reynoutria sachalinensis,190
1424149,Ozomelis trifida,190
48627,Echinacea purpurea,188
62208,Oenothera glazioviana,188
162962,Festuca roemeri,188
58763,Polystichum imbricans,187
68608,Trentepohlia aurea,187
79488,Verbena bracteata,187
75309,Agropyron cristatum,186
76358,Cirsium undulatum,186
77323,Hackelia micrantha,186
164729,Lomatium farinosum,186
54904,Crepis atribarba,185
76386,Claytonia cordifolia,185
78020,Mertensia oblongifolia,185
58345,Bolboschoenus maritimus,184
58990,Montia fontana,184
78259,Onopordum acanthium,184
78913,Rumex venosus,184
75575,Arnica mollis,183
47892,Impatiens glandulifera,182
53135,Madia gracilis,182
61086,Rumex occidentalis,182
1424142,Brewerimitella breweri,182
1424153,Pectiantia pentandra,182
78295,Osmorhiza occidentalis,181
160347,Cerastium tomentosum,181
51454,Passiflora caerulea,180
57107,Juncus bufonius,180
67905,Polytrichum piliferum,180
158193,Allium scilloides,180
52801,Lolium perenne,179
55697,Trillium albidum,178
168319,Salix barclayi,178
52588,Centaurea solstitialis,177
69223,Epipremnum aureum,177
128868,Heuchera glabra,177
129038,Petasites japonicus,177
67820,Erigeron philadelphicus,176
75312,Agrostis capillaris,176
76579,Cymopterus terebinthinus,176
77797,Lobelia erinus,176
78847,Rhododendron columbianum,176
117437,Phlox paniculata,176
51251,Rheum rhabarbarum,175
75799,Boechera lyallii,175
128167,Paeonia officinalis,175
169856,Trachelospermum jasminoides,175
53157,Navarretia squarrosa,174
64237,Phragmites australis,174
62312,Campanula rotundifolia,173
75925,Calamagrostis canadensis,173
78712,Potamogeton natans,173
162726,Escallonia rubra,173
78998,Schoenoplectus tabernaemontani,172
118893,Euphrasia nemorosa,172
135229,Buglossoides arvensis,172
62575,Sparganium emersum,171
76076,Carex lyngbyei,171
133036,Lycopus europaeus,171
738040,Veronica missurica,171
158726,Artemisia tripartita,170
166162,Parthenocissus tricuspidata,169
737997,Veronica rubra,169
51768,Gaillardia pulchella,168
57116,Mentha pulegium,168
53858,Solanum tuberosum,167
57198,Poa secunda,167
76541,Cucurbita pepo,167
78979,Sanicula graveolens,167
355392,Platanthera transversa,167
716947,Lysimachia europaea,167
78157,Myriophyllum spicatum,166
79519,Vitis vinifera,166
133126,Edgeworthia chrysantha,166
61323,Conocephalum salebrosum,165
67802,Sarcobatus vermiculatus,165
166815,Physaria alpestris,165
56174,Echium vulgare,164
59301,Ranunculus sceleratus,163
77915,Lycopus uniflorus,163
78422,Penstemon speciosus,163
127215,Eriophorum angustifolium,163
164930,Lupinus sulphureus,163
168327,Salix commutata,163
56022,Alchemilla mollis,162
77822,Lomatium piperi,162
78984,Saussurea americana,162
79293,Symphoricarpos rotundifolius,162
148024,Viola flettii,162
765394,Sambucus nigra,162
771908,Erythranthe ptilota,162
55825,Veronica filiformis,161
62690,Lupinus arbustus,161
78563,Phyllostachys aurea,160
132807,Sphagnum squarrosum,160
76387,Claytonia megarhiza,159
79516,Viola praemorsa,159
327014,Cryptopleura ruprechtiana,159
590726,Oenothera lindheimeri,159
49397,Kalmia latifolia,158
56136,Primula vulgaris,158
76041,Carex geyeri,158
79358,Thlaspi arvense,158
339024,Smithora naiadum,158
836821,Cherleria obtusiloba,158
54037,Thuja occidentalis,157
57076,Trifolium campestre,157
60284,Elymus repens,157
75578,Arnica parryi,157
75764,Betula occidentalis,157
123818,Frullania nisquallensis,157
126808,Prunus mahaleb,157
57662,Euphorbia amygdaloides,156
58776,Amaranthus retroflexus,156
67826,Ranunculus flammula,156
70391,Viola purpurea,156
75915,Bromus vulgaris,156
77422,Hippuris vulgaris,156
79002,Scirpus cyperinus,156
82461,Dracunculus vulgaris,156
549929,Primula poetica,156
58795,Apocynum cannabinum,155
63316,Agastache urticifolia,155
78122,Montia linearis,155
79201,Stellaria crispa,155
79487,Verbena bonariensis,155
129055,Zelkova serrata,155
933429,Acmispon decumbens,155
75751,Berberis darwinii,154
79129,Sisyrinchium idahoense,154
79465,Utricularia macrorhiza,154
118485,Chlamydomonas nivalis,154
162678,Eriophorum chamissonis,154
204380,Phedimus spurius,154
164725,Lomatium cuspidatum,153
52828,Agoseris grandiflora,152
68293,Polytrichum commune,152
77676,Lepidium virginicum,152
61334,Narcissus poeticus,151
75501,Arctium lappa,151
168387,Salvia nemorosa,151
51633,Digitaria sanguinalis,150
75463,Antennaria howellii,150
76812,Empetrum nigrum,150
77888,Lupinus saxosus,150
78332,Paeonia brownii,150
83960,Lophocolea bidentata,150
128909,Skimmia japonica,150
57481,Calystegia sepium,149
163785,Hieracium lachenalii,149
336005,Campanula poscharskyana,149
429855,Sparlingia pertusa,149
76035,Carex echinata,148
76084,Carex nigricans,148
76089,Carex pachystachya,148
79131,Sium suave,148
118749,Rhododendron calendulaceum,148
1424143,Brewerimitella ovalis,148
76013,Carex aquatilis,147
77188,Galium boreale,147
159658,Callicarpa dichotoma,147
163075,Frasera fastigiata,147
1490935,Doellingeria paucicapitata,147
57418,Polygonatum multiflorum,146
75816,Boechera retrofracta,146
79532,Woodsia oregana,146
168694,Scouleria aquatica,146
53198,Rupertia physodes,145
64240,Cortaderia selloana,145
132600,Tilia cordata,145
446884,Calliarthron tuberculosum,145
54808,Fraxinus pennsylvanica,144
55734,Sedum acre,144
56193,Acer campestre,144
57356,Amorpha fruticosa,144
76158,Catalpa speciosa,144
76782,Eleocharis palustris,144
77419,Hieracium triste,144
125761,Magnolia liliiflora,144
127196,Myosotis stricta,144
52694,Aira caryophyllea,143
64161,Triticum aestivum,143
67555,Codium fragile,143
76635,Delphinium trolliifolium,143
166446,Penstemon subserratus,143
1424146,Mitellastra caulescens,143
55721,Silene vulgaris,141
58050,Amsinckia tessellata,141
78561,Phyllospadix scouleri,141
123794,Scleropodium obtusifolium,141
126653,Solidago simplex,141
1515671,× Hesperotropsis leylandii,141
125665,Trillium petiolatum,140
127412,Leycesteria formosa,140
57049,Acmispon americanus,139
58826,Euthamia occidentalis,139
64323,Trachycarpus fortunei,139
77244,Gentiana sceptrum,139
135394,Lagerstroemia indica,139
164326,Kalanchoe blossfeldiana,139
782906,Sanguisorba stipulata,139
60175,Atriplex patula,138
128798,Aronia melanocarpa,138
131586,Colchicum autumnale,138
57190,Phleum pratense,137
60987,Lepidium didymum,137
62227,Ceanothus integerrimus,137
123769,Lepidozia reptans,137
1123573,Stereodon subimponens,137
63870,Equisetum laevigatum,136
64113,Hedera canariensis,136
75995,Campsis radicans,136
77372,Hesperochiron pumilus,136
83938,Penstemon ovatus,136
123638,Acer ginnala,136
126549,Camellia sasanqua,136
56840,Sanicula bipinnatifida,135
60880,Calystegia soldanella,135
68884,Phlox subulata,134
75605,Asperugo procumbens,134
127186,Securigera varia,134
410471,Alstroemeria aurea,134
67842,Radula complanata,133
77227,Gaultheria humifusa,133
146989,Pedicularis rainierensis,133
453644,Erythranthe moschata,133
545973,Erythranthe nasuta,133
553036,Salix integra,133
61870,Clarkia rhomboidea,132
124879,Cornus alba,132
128661,Claopodium crispifolium,132
181901,Zinnia elegans,132
60316,Typha angustifolia,131
77081,Erythronium revolutum,131
77129,Fallopia convolvulus,131
78727,Potentilla glaucophylla,131
133809,Philonotis fontana,131
245731,Lobelia pedunculata,131
950617,Anemonoides blanda,131
52981,Cardamine oligosperma,130
54922,Senecio serra,130
56090,Morus alba,130
76478,Crepis occidentalis,130
79191,Stachys mexicana,130
48206,Convallaria majalis,129
79371,Tonestus lyallii,129
168942,Sidalcea hendersonii,129
55422,Arceuthobium campylopodum,128
61061,Festuca rubra,128
76325,Chrysosplenium glechomifolium,128
77213,Galium serpenticum,128
79461,Ulmus minor,128
162879,Eurybia conspicua,128
464251,Parrotia persica,128
58320,Koelreuteria paniculata,127
60283,Echinochloa crus-galli,127
77458,Hosackia rosea,127
159669,Calliergonella cuspidata,127
791928,Lysimachia arvensis,127
76415,Collomia larsenii,126
76444,Coreopsis lanceolata,126
78872,Romanzoffia sitchensis,126
117429,Betula nigra,126
170060,Ulota crispa,126
1262635,Pseudisothecium myosuroides,126
57920,Xanthium strumarium,125
64162,Rorippa palustris,125
78452,Persicaria hydropiper,125
243824,Potentilla indica,125
51336,Limnanthes douglasii,124
60997,Ceratophyllum demersum,124
67696,Darmera peltata,124
76465,Crassula ovata,124
76745,Dulichium arundinaceum,124
55340,Dendroalsia abietina,123
64238,Tribulus terrestris,123
78224,Noccaea fendleri,123
79482,Ventenata dubia,123
48502,Cercis canadensis,122
49666,Taxodium distichum,121
135327,Phlomis fruticosa,121
68088,Juniperus occidentalis,120
76897,Erigeron annuus,120
130677,Pleurozium schreberi,120
429957,Acrosiphonia coalita,120
49226,Amelanchier arborea,119
53547,Ulmus americana,119
57163,Bromus sterilis,119
58048,Amsinckia lycopsoides,119
77923,Madia glomerata,119
78465,Petroselinum crispum,119
204168,Spinulum annotinum,119
802458,Aphyllon californicum,119
75583,Arrhenatherum elatius,118
51053,Dicentra cucullaria,117
77741,Ligustrum ovalifolium,117
79460,Turritis glabra,117
81900,Sarracenia flava,117
126249,Akebia quinata,117
141714,Crataegus phaenopyrum,117
168704,Scutellaria angustifolia,117
143793,Prunus padus,116
1593175,Polystichum polyblepharon,116
77589,Juncus parryi,115
162437,Ericameria resinosa,115
570676,Callianthe picta,115
52666,Dionaea muscipula,114
56134,Muscari botryoides,114
129057,Sciadopitys verticillata,114
155124,Cornus sanguinea,114
166357,Penstemon eriantherus,114
57980,Gnaphalium palustre,113
76023,Carex canescens,113
78337,Panicum capillare,113
79111,Silene menziesii,113
79125,Sisymbrium loeselii,113
338816,Phemeranthus spinescens,113
710296,Petrosedum forsterianum,113
52685,Woodwardia fimbriata,112
54431,Ribes rubrum,112
55331,Atrichum selwynii,112
57215,Rumex conglomeratus,112
57310,Vicia tetrasperma,112
61509,Whipplea modesta,112
160830,Conioselinum gmelinii,112
269941,Ophiopogon planiscapus,112
1510826,Calamagrostis breviligulata,112
47695,Cynosurus echinatus,111
75377,Alnus incana,111
77552,Juncus articulatus,111
78540,Phleum alpinum,111
167683,Racomitrium heterostichum,111
167684,Racomitrium lanuginosum,111
327046,Plocamium cartilagineum,111
52651,Sarracenia purpurea,110
75589,Artemisia michauxiana,110
79422,Trifolium longipes,110
123645,Pseudoscleropodium purum,110
164746,Lomatium quintuplex,110
61200,Festuca idahoensis,109
75442,Anemone multifida,109
77117,Euphorbia oblongata,109
138470,Thermopsis montana,109
1596531,Cardionema ramosissima,109
58866,Rorippa curvisiliqua,108
59752,Erigeron divergens,108
67413,Neorhodomela larix,108
68917,Prosartes trachycarpa,108
69931,Agrostis stolonifera,108
77216,Galium trifidum,108
77349,Helenium autumnale,108
549984,Primula latiloba,108
55797,Fritillaria meleagris,107
57183,Koeleria macrantha,107
77986,Melica subulata,107
77993,Mentha suaveolens,107
117820,Prionitis lanceolata,107
126515,Dracaena fragrans,107
166329,Penstemon barrettiae,107
437555,Berberis julianae,107
58911,Trifolium microcephalum,106
61005,Lathyrus littoralis,106
78303,Oxalis trilliifolia,106
121266,Pinguicula vulgaris,106
322492,Chlorophytum comosum,106
56726,Daucus pusillus,105
56974,Madia elegans,105
77140,Festuca myuros,105
77210,Galium oreganum,105
1286621,Eriogonum microtheca,105
1612571,Nabalus hastatus,105
52856,Artemisia vulgaris,104
56126,Barbarea vulgaris,104
78765,Pseudognaphalium thermale,104
79312,Tagetes erecta,104
84485,Erysimum arenicola,104
148938,Allium geyeri,104
165104,Malus baccata,104
357953,Micranthes occidentalis,104
498019,Clematis armandii,104
52735,Monarda didyma,103
75471,Antennaria umbrinella,103
77282,Glehnia littoralis,103
77835,Lonicera japonica,103
130893,Euonymus fortunei,103
167599,Pulmonaria officinalis,103
410380,Rhododendron simsii,103
78488,Phacelia heterophylla,102
78796,Pyrrocoma carthamoides,102
79017,Scutellaria lateriflora,102
52148,Linanthus pungens,101
52543,Acer saccharum,101
55766,Euphorbia cyparissias,101
55828,Lamium maculatum,101
64424,Calochortus elegans,101
49341,Castilleja attenuata,100
77354,Helianthus cusickii,100
78025,Micranthes fragosa,100
158191,Allium robinsonii,100
339502,Rhaponticum repens,100
942779,Calamagrostis arenaria,100
